cleaned_text,aspect,sentiment
acara peresmian ini dihadiri oleh sejumlah pejabat terkait termasuk perwakilan dari kementerian pupr amp otorita ibu kota nusantara yg bersama sama menunjukkan komitmen dl mewujudkan ekosistem transportasi yg ramah lingkungan di ikn,Smart Mobility,Positive
sebagai dukungan terhadap pembangunan ikn juga meluncurkan kcp nusantara dan green logistics di ikn,Smart Mobility,Positive
aku penasaran banget nih sama teknologi computer vision di ikn kayaknya bakal jadi solusi buat banyak hal ya,Smart Mobility,Positive
keren banget teknologi computer vision di ikn bisa bantu banget nih dalam berbagai hal futuristik banget,Smart Mobility,Positive
infrastruktur digital belum rampung pemindahan asn ke ikn ditunda,Smart Mobility,Neutral
buset sepuh banget nih padahal itu plan jalan ama rel lintas kalimantan yang buat juga engineer dan ekonom serta ahli lintas bidang dari pemerintah dan banyak juga pakar yang kritik ikn,Smart Mobility,Negative
sudah banyak kemajuan saya termasuk putra daerah di wilayah ikn lahir dari sini ikn tidak mungkin mangkrak karna kami lebih mengetahui perkembangan dimana kami di lahirkan dari akses jalan yg buruk hingga menjadi mulus dan infrastruktur yg memadai,Smart Mobility,Positive
darmawan prasodjo memimpin dengan keteladanan memastikan kelistrikan di ikn siap mendukung perayaan hut ri ke 79,Smart Mobility,Positive
baik yang berlokasi pada kawasan inti pusat pemerintahan kipp maupun pada area area strategis ikn lainnya segenap insan pln merasa sangat bangga karena telah terlibat langsung dan menjadi pelaku sejarah dalam menjaga keandalan listrik hut ke 79 ri yang pertama kali,Smart Mobility,Positive
ikn mempercepat pembangunan infrastruktur di kalimantan timur,Smart Mobility,Positive
gini ya bro gw tinggal di kalimantan yg deket sama ikn gw mau kesana cuman beberapa jam dan bisa jg kalo ikut acara sama dosen gw gak harus kaya dulu kesana minimal punya otak susah kalo org dah benci selain ga bisa mikir ga bisa baca jg ternyata,Smart Living,Positive
ikn susah akses jauuhh dari kota dan antar provinsi gausah jauh jauh antar kota aja jaraknya jauh masyarakatnya di sini tipe pasrahan,Smart Mobility,Negative
tu asumsi dan bebas aja ikn ini nantinya bakal jadi smart city yg kemungkinan lebih maju amp terintregasi transportasinya perlahan kantor kantor yg ada di jakarta pindah ke ikn tapi kalau sampai ikn gak ngebolehin pedagang kaki lima cuma biar gak terlihat kumuh parah si,Smart Mobility,Neutral
jujur ikn bagus banget area central nya beuh parah bgt soon bakal ada dibangun sekolah jalan penghubung semacam tol dan jembatan gede landasan bandara vvip akhir tahun yakin bakal beda lagi sih,Smart Mobility,Positive
kereta tanpa rel ikn disebut mirip bus gandeng kemenhub ungkap bedanya kementerian perhubungan kemenhub menegaskan art jauh berbeda dari bus gandeng apa bedanya ya,Smart Mobility,Neutral
king air tipe 200 pk cao jadi pesawat pertama yang mendarat di bandara ikn,Smart Mobility,Neutral
jelang hut ri di ikn progres jalan tol ikn segmen 5a capai 90 68,Smart Mobility,Neutral
pesawat hercules c 130 tni au mendarat mulus saat uji coba landasan pacu bandara ikn,Smart Mobility,Neutral
jokowi bandara nusantara ke ikn hanya 15 menit,Smart Mobility,Positive
ri akan bekerjasama dengan korsel membangun tol bawah laut di ikn,Smart Mobility,Neutral
autonomous rail transit art atau kereta otonom tanpa rel di ujicoba dihadapan awak media di ibu kota nusantara kalimantan timur jumat 9 8 2024 kereta tanpa rel beroperasi dengan rute mengitari jalan sumbu kebangsaan di ikn di mulai dari pusat sumbu kebangsaan,Smart Mobility,Neutral
keren juga kereta otonom ikn,Smart Mobility,Positive
klo di ikn kaya nya sih jadi kereta tanpa penumpang,Smart Mobility,Negative
jalur shortcut cuma wacana lagi yak apa dananya kurang gara2 ikn sama kereta cepat,Smart Mobility,Negative
katanya udh pakai taksi terbang di ikn katanya udh pakai kereta tanpa rel di ikn tapi masalah cuaca kok balik lagi ke jaman purbakala pakai klenik,Smart Mobility,Negative
kcic tol balikpapan ikn kayaknya mengabaikan level 2 tuh,Smart Mobility,Negative
yang belum dicoba adalah taksi terbang evaluasi negatif kereta tanpa rel di ikn dihentikan,Smart Mobility,Negative
ikn kereta otonom siap dioperasikan untuk hut ke 79 ri,Smart Mobility,Neutral
bandara ikn lolos uji coba runway siap layani pesawat jet b737,Smart Mobility,Neutral
jalan tol ikn mangkrak,Smart Mobility,Negative
kementerian perhubungan kemenhub menyatakan tidak ada masalah jika kereta otonom tanpa rel atau autonomous rail transit art yang telah diuji coba di ibu kota nusantara ikn dikembalikan ke china,Smart Mobility,Neutral
gimana kabarnya mobil terbang kereta tanpa rel tiang listrik yang bisa ngecas di ikn nanti cuma hoax dari investor,Smart Mobility,Negative
iq78 amp nalar16 banyak yg kepancing caption ngebangun mrt lrt bullet train rugi pdhl akan lebih rugi lagi jika kita ga ngebangun transportasi masal tsb sama halnya dngn kereta tanpa rel art di ikn kan tanpa rel bajaj donk bgtu oceh ntah bego atau tholol,Smart Mobility,Negative
gila ngawur tenan rangkaian kereta otonom ternyata pinjaman dari china hanya untuk uji coba di ikn,Smart Mobility,Negative
upacara ikn meriah kereta otonom tanpa rel laris manis ibu kota nusan lewat,Smart Mobility,Positive
menanti saatnya terbang dari ikn langsung ke eropa bandara baru dengan runway 3 000 meter akan membuatnya terwujud langkah besar untuk nusantara,Smart Mobility,Positive
barusan sy bicara dg teman yg dtg dr ikn sy tny lngsung kereta tnp rel dia blak²an itu mobil bukan kereta rodanya ban tp kelihatan dr luar dikit jalurnya khusus yg hny maju dan mundur spt kereta api,Smart Mobility,Neutral
otorita ikn menjelaskan keunggulan kereta tanpa rel di ikn,Smart Mobility,Neutral
jadi ingat kereta tanpa rel di ikn yang aslinya adalah bus,Smart Mobility,Negative
di ikn namanya kereta tanpa rel di jakarta namanya bus gandeng di kampung namanya odong odong,Smart Mobility,Negative
iya bentar lagi kan bakal ada taxicopter sama commuter melayang tanpa rel yg bakal beroperasi di utopian city of ikn,Smart Mobility,Negative
ini spesifikasi kona electric yang dijadikan taksi listrik bluebird di ikn,Smart Mobility,Neutral
indonesia optimis wujudkan tol bawah laut di ikn,Smart Mobility,Positive
tol akses ikn akan dilelang perjalanan dari balikpapan hanya 45 menit tol akses ikn,Smart Mobility,Positive
bandara ikn lakukan uji coba gunakan pesawat king air 200,Smart Mobility,Neutral
entah kapan tol kisaran tersambung ke tol duri dan tol pekanbaru tersambung ke tol betung gara² pembangunan ikn kah,Smart Mobility,Neutral
padahal dah pas tuh sepinggan dr jaraknya apalagi akan ada tol dr ikn balikpapan yg katanya cuma sejaman,Smart Mobility,Negative
pesawat tni au lakukan uji coba lancdasan bandara nusantara di ikn,Smart Mobility,Neutral
jalan tol baru ke ikn pangkas 2 jam perjalanan menjadi 40 menit,Smart Mobility,Positive
publikasinya kereta tanpa rel di ikn mana relnya kan emg tanpa rel mana keretanya hmm ini kayaknya bus deh,Smart Mobility,Negative
di china namanya bis samoe ikn ganti nama jd kereta tanpa rel maksa sekali biar keren,Smart Mobility,Negative
masih ingat kereta tanpa rel di ikn ini kabar terbarunya gagal berfungsi secara otonom di ikn,Smart Mobility,Negative
adalagi min ga boleh lewat tol g boleh visit ikn,Smart Mobility,Negative
berarti dari pusat kota ke ikn yang lebih butuh kereta cepat ni,Smart Mobility,Neutral
saya lebih setuju pembangunan kereta lintas kalimantan daripada ikn kereta cepat,Smart Mobility,Neutral
melihat kecanggihan kereta otonom tanpa rel ikn,Smart Mobility,Positive
mana bisa ini sama dengan menutup bandara balikpapan dan mengalihkan rute ke bandara ikn,Smart Mobility,Negative
review tol balikpapan jembatan pulau balang ikn office np sepaku sepi jalannya sempit jauh polll,Smart Mobility,Negative
asiik bnyak tol bendungan sma ikn yg mangkrak,Smart Mobility,Negative
telah ada instruksi presiden yang diterbitkan untuk mendukung percepatan penyelenggaraan uji coba dan unjuk kerja proof of concept trem otonom untuk mendukung pengembangan transportasi perkeretaapian di ikn,Smart Mobility,Positive
penyediaan spklu ini merupakan bentuk dukungan pln dalam menyukseskan gelaran hut ri yang akan berlangsung di ikn sekaligus mendukung upaya pemerintah menjadikan kendaraan listrik menjadi moda transportasi utama di ikn ke depan pln siap memperkuat dukungan infrastruktur,Smart Mobility,Positive
ikn nusantara dapat meningkatkan konektivitas digital dan mempercepat transformasi digital di indonesia,Smart Mobility,Positive
ikn jauh dari pemukiman warga ratusan kilometer warga ikn nusantara belum ada kebutuhan logistik pemerintahan harus di datangkan ke ikn tentunya berbiaya tinggi,Smart Mobility,Negative
pemerintahan jokowi punya mimpi besar membangun jalan tol bawah laut pertama di indonesia jalan tol bawah laut atau dikenal dengan istilah immersed tunnel ini akan menjadi bagian dari jaringan jalan tol ikn lt,Smart Mobility,Neutral
sebanyak 300 orang secara perdana hari ini memasuki kawasan ibu kota nusantara senin 16 09 titik kumpul di rest area ikn para pengunjung ini akan diangkut menggunakan electric vehicle bus yang menggunakan tenaga listrik menuju kawasan inti pusat pemerintahan kipp electric vehicle bus ini sendiri,Smart Mobility,Neutral
ikn kini memiliki infrastruktur logistik yang lebih memadai guna meningkatkan konektivitas pada layanan publik,Smart Mobility,Positive
masuk kawasan pemerintahan juga engga kalo jalan masuknya cuman satu tinggal tutup aja beres bahkan menuju ikn pun belum tentu bisa,Smart Mobility,Negative
suasana pembangunan jalur jalan menuju akses kawasan inti pusat pemerintahan kipp ibu kota nusantara ikn,Smart Mobility,Neutral
18 spklu pln tersebut telah tersedia di 3 titik lokasi baik di kawasan inti pusat pemerintahan kipp maupun lokasi lokasi strategis yang dekat dengan kawasan ikn,Smart Mobility,Neutral
komitmen mendukung kegiatan pemerintahan dibuktikan dengan telah berhasil mengirimkan logistik yang dibutuhkan dari jakarta menuju balikpapan untuk kemudian didistribusikan ke ikn,Smart Mobility,Positive
sedikitnya lima bus listrik yang terdiri dari ukuran medium hingga besar siap mengantar tamu tamu penting vip di kawasan inti pusat pemerintahan kipp di ikn saat upacara hut ke 79 ri,Smart Mobility,Neutral
2 presiden jokowi menaiki trem tersebut dari depan istana negara ikn menempuh rute yang meliputi beberapa titik penting di kawasan inti pemerintahan moda transportasi art ini merupakan bagian dari komitmen pemerintah untuk menerapkan transportasi berbasis energi hijau di ikn,Smart Mobility,Positive
jalan tol ditarget rampung 2030 ikn bandara sepinggan cuma 50 menit pupr menargetkan pembangunan jaringan tol yang menghubungkan kawasan inti pusat pemerintahan kipp ikn dengan bandara sepinggan balikpapan rampung 2030,Smart Mobility,Positive
harus berani buat jalur khusus trasportasi umum model trans jkt art ikn biarpun itu memakan 1 2 badan jalan justru itu akan memaksa orang lebih memilih transportasi umum,Smart Mobility,Neutral
adanya ikn armada feri masih jadi transportasi primadona untuk menyeberangi laut dari balikpapan ke penajam paser utara kehadiran feri ini memangkas waktu,Smart Mobility,Positive
di ikn juga udah maju pesat banget kak sekarang transportasi nya bagus naik kuyang terbang kalo takut ketinggian bisa naek anjing kak naek anjing juga enak,Smart Mobility,Negative
konsep transportasi di ikn berbasis kendaraan listrik,Smart Mobility,Positive
semua sesuai dengan tupoksi nya masing2 bahkan rencana jaringan transportasi kereta api di ikn,Smart Mobility,Neutral
ikn turut membawa efisiensi biaya transportasi sehingga wilayah tersebut dapat menjadi hub konektivitas untuk indonesia tengah yang membuat perjalanan manusia atau barang tidak lagi harus transit di jakarta,Smart Mobility,Positive
menhub budi karya bandara nusantara selesai desember pembangunan bandara nusantara ikn ditarget rampung pada bulan desember 2024 nanti progres pembangunan sarana transportasi penunjang masih terus berlangsung,Smart Mobility,Neutral
moda transportasi ikn memang keren,Smart Mobility,Positive
halo dalam upaya mencapai key performance indicator kpi 80 penggunaan transportasi publik dan mobilitas aktif di ibu kota nusantara otorita ikn mengajak para pelaku bisnis untuk turut berinvestasi dalam pengembangan transportasi yang mendukung mobilitas aktif,Smart Mobility,Positive
setelah sukses di ibu kota nusantara ikn kereta otonom segera hadir di tiga wilayah indonesia lainnya teknologi transportasi masa depan ini bakal membawa revolusi di sektor transportasi publik cepat aman dan bebas polusi,Smart Mobility,Positive
pemerintah berkomitmen untuk mendorong ekosistem transportasi ramah lingkungan di ikn kalimantan timur,Smart Mobility,Positive
transportasi masa depan ikn bebas emisi dan ramah lingkungan,Smart Mobility,Positive
penertiban jalur laut oleh kasat polairud untuk menurunkan fatalitas insiden transportasi di perairan jelang pemilukada 2024 balikpapan 30 september 2024 menjelang pemilukada 2024 dan dengan status balikpapan sebagai kawasan perairan strategis penopang ikn,Smart Mobility,Neutral
pemerintah berkomitmen untuk mendorong ekosistem transportasi ramah lingkungan di ibu kota nusantara ikn kalimantan timur dengan menggunakan energi hijau seluruh kendaraan di ikn akan beralih ke jenis kendaraan listrik hal ini bertujuan untuk mewujudkan ikn sebagai smart ci,Smart Mobility,Positive
bandara ini diharapkan dapat menjadi salah satu infrastruktur penting penunjang mobilitas masyarakat dari dan menuju ikn sekaligus memperkuat sektor pariwisata dan transportasi indonesia,Smart Mobility,Positive
bandara ikn akan terintegrasi dengan moda transportasi modern,Smart Mobility,Positive
dengan bandara ikn indonesia siap menghadapi tantangan global dalam sektor transportasi,Smart Mobility,Positive
dukung penyediaan transportasi massal melalui penerapan intelligent transport system di ikn,Smart Mobility,Positive
perjalanan yang lebih cerdas di ikn kita akan menikmati kemudahan dan kenyamanan bertransportasi dengan sistem intelligent transport system yang terintegrasi,Smart Mobility,Positive
berarti yg ugent d sana tuh masalah jalur transportasi klo memang pemerintah skrng niat mau majuin kalimatan harus jalan penghubung antar kota d benerin bangun jalur kereta api dana whossh n ikn harusnya d alokasikan ke sana bukan malah bikin istana baru un pejabat,Smart Mobility,Negative
bandara ikn siap layani penerbangan indonesia eropa dengan landasan pacu 3 000 meter masa depan transportasi udara indonesia semakin cerah,Smart Mobility,Positive
mobilitas di ikn dan menjadikan ibu kota yang futuristik dengan forest city yang smart green dan beauty 18 spklu di 3 titik prioritas tersebut nantinya akan melayani kendaraan listrik yang digunakan oleh para pejabat negara petugas keamanan,Smart Mobility,Positive
kemungkinan disebut gagal karena 1 sudah beres dipakai unjuk gigi ketika sebelum dan ketika upacara kemerdekaan ikn 2 pemerintah dan kabinet belum jadi pindah ke ikn penggunanya siapa 3 teknologi belum mendukung beda dengan kota besar china yg disupport koneksi 5g,Smart Mobility,Negative
faktanya kalimantan timur tempat ikn dibangun infrastrukturnya masih tertinggal jauh dibanding provinsi lain provinsi ini pernah dapat predikat sbg provinsi terkaya seingatku,Smart Mobility,Negative
proyek peningkatan jalan kawasan hankam dan lingkar sepaku 4 di ibu kota nusantara ikn terus berlanjut mendukung akses dan infrastruktur yang lebih baik,Smart Mobility,Positive
pemerintah diminta benahi lagi area di sekitar landasan pacu bandara nusantar di ikn banyak kerikil dan debu yang bisa bahayakan pesawat dan penumpang,Smart Mobility,Negative
pengisian avtur perdana ini menjadi momen penting bagi bandara ikn sebagai salah satu langkah kesiapan infrastruktur energi dalam mendukung aktivitas penerbangan pengisian avtur di bandara nusantara ikn pertamina patra niaga jamin pasokan terpenuhi,Smart Mobility,Positive
jumlah transaksi charging yang dicatat selama hut ke 79 ri di ikn menunjukkan kesuksesan pln dalam menyiapkan infrastruktur yang mendukung kendaraan listrik di kawasan baru,Smart Mobility,Positive
inti bangun infrastruktur open network technology di ikn,Smart Mobility,Neutral
ikn itu membuat kota baru di tengah hutan belantara coba cek pakai google map membuat kota baru agar maju perlu dukungan infrastruktur yang bagus di kalimantan infrastruktur tidak memadai tidak ada jalan tol antar provinsi tidak ada kereta api,Smart Mobility,Negative
sebenernya jika fasopnya sudah lengkap dan berfungsi dari segi biaya lebih murah membangun sistem art karena tanpa rel tapi yang datang di ikn ini dari infrastruktur dan fasop sepertinya belum mendukung sarana tsb tapi kan ini katanya pinjaman aja ya,Smart Mobility,Negative
pt brantas abipraya persero perusahaan konstruksi milik negara yang aktif berinovasi dalam teknologi kini memainkan peran penting dalam proyek pembangunan bandara very very important person vvip di ibu kota nusantara ikn,Smart Mobility,Positive
diakui ketangguhan dan kehandalan mitsubishi l100 ev sangatlah kompetitif dan tentunya sangat cocok untuk mendukung bisnis logistik di indonesia terutama di ikn,Smart Mobility,Positive
ikn dibangun sebagai kota pintar menggabungkan teknologi digital dalam manajemen kota transportasi dan layanan publik,Smart Mobility,Positive
keknya ga mungkin deh soalnya cmn buat pusat pemerintahan aja tp siapa jg yg mau konser di ikn org kalimantan ya sndri lbh mnding konser di jkt karena transportnya lebih murah daripada di kalimantan ya sndri,Smart Mobility,Negative
sejak dulu indonesia timur kepulauanya sangat bergantung pada transportasi laut yang dibangun pemerintah jalan toll kereta cepat bandara ikn semua berbasis daratan,Smart Mobility,Neutral
wkwkwk lebih lucu lagi kalo kalian tau ini dimana ini di kutai barat sebuah kabupaten di kalimantan timur wkwkwkwkwkw lumayaaannn lah dekeeet sama ikn masalahnya jalur transportasinya bobrok abiesz jadi kalo nyampe ikn mungkin sehari ada kali yaaa xixixixixi,Smart Mobility,Negative
nope salah besar sih pengerahan massa bakal sulit banget akses ke ikn sulit transportasi antarkota mahal gaada krl kopaja dll kampus kaltim ga sebanyak jabodetabek unmul sbg kampus terbesar di kaltim ada di samarinda 3 jam dari ikn lagi2 masalah transportasi,Smart Mobility,Negative
jalan tol pun di kalimantan ga bakal ada klo gaada si ikn itu dia bikin tol karena gamau ngerasain susahnya warga kalimantan selama ini buat bertransportasi mana kami di kalimantan klo transportasi jauh gitu pada make mobil pribadi atau bis pariwisata tiket pesawat mahal bgt,Smart Mobility,Negative
alasan nge tweet ini soalnya kemarin abis liat transportasi kereta tanpa rel amp bus listrik yg akan beroperasi di ikn sana tentu sbg warga kaltim merasa bangga sih krn artinya pelan pelan transum di sini mulai diperhatikan scr bertahap termasuk rencana pembangunan tol kalimantan,Smart Mobility,Positive
era baru pembangunan dimulai ikn nusantara kini memasuki tahap berkelanjutan memastikan indonesia lebih maju dan ramah lingkungan di bawah kepemimpinan presiden prabowo,Smart Environment,Positive
ugm dan universitas singapura resmi berduet siap dukung pembangunan ibu kota baru kolaborasi ini bakal bikin ikn makin ciamik dan keren pastinya,Smart Environment,Positive
lebih urgent pemerintah stop menggunduli hutan secara massive buat kepentingan food estate ikn dll kak pemerintah juga perlu mengurangi emisi karbon dgn transport publik pembatasan kendaraan pribadi plus pengelolaan sampah rumah tangga yg baik supaya sampahnya ga dibakar,Smart Environment,Negative
ikn gak ada air bersih gak bisa mandi dan cebok,Smart Environment,Negative
coba deh cari di google gak semua orang di papua cinta jokowi lah itu cuaca panas kan bisa jadi karena efek pembabatan hutan di ikn rakyat di sekitar ikn aja protes kok,Smart Environment,Negative
hutan dibabat untuk proyek ikn yg akhirnya mangkrak belum lagi hutan yg dibabat untuk ditanami singkong,Smart Environment,Negative
nape di papua noh ikn lu bikin kalimantan banjir gegara hutannya lu babat mana lagi jokowi buat proyek gajetot ituu mana buktinya yang ada malahan impor bahan baku dan beras duh tolol bener,Smart Environment,Negative
akan makin parah karena kalimantan dirusak oleh mulyono dg dalih pembangunan ikn,Smart Environment,Negative
yg paling besar dampaknya ya hilangnya hutan di pulau2 besar khususnya kalimantan dan papua amazone jg ternyata pemerintah kita mempercepat siklus alam itu padahal alasan ikn dipindah spy ibukota selamat dr bahaya bencana alam di jawa taunya dia sendiri yg merusak,Smart Environment,Negative
gk henti nya mengingatkan klo politik tu emg ngaruh di segala lini kehidupan nih contohnya grgr ambisi mulyono bagun ikn yg gk jls itu jd harus ngorbanin hutan dan bikin co2 gk keserap krn pohon yg bertugas nyerap pada ditebangin,Smart Environment,Negative
good morning udh mutusin pindah kmana co2 sink fails equator area will be too harsh for living hutan papua direbut buat food estate tipu2 hutan borneo dibabat buat bangke ikn java island is cooked 98 bukan pelanggaran ham berat combo ndut fufufafa can we just su cidê,Smart Environment,Negative
nah kan deforestasi utk pembangunan ikn jg berkontribusi untuk kerusakan global ini,Smart Environment,Negative
menteri kehutanan indonesia adalah orang yang memimpin penggundulan hutan kalimantan untuk ikn,Smart Environment,Negative
tanam pohon di istana tapi tebang ratusan ribu pohon di ikn situ waras ngga,Smart Environment,Negative
proyek gagal dan bernama ikn pembabatan hutan rakyat kalimantan yang merupakan paru paru dunia dan hilangnya suara jangkrik ditengah malam serta cacing yang bertugas menyuburkan tanah diganti beton mangkrak,Smart Environment,Negative
sayangnya cuma 1 2 pohon sekarang ndak tau gimana nasib food estate yang telah mengorbankan ribuan bahkan mungkin jutaan pohon hutan kalimantan itu belum lagi berapa ribu juta pohon yang ditebang untuk bangun ikn juga terenyuh rasanya,Smart Environment,Negative
kalau cuman pohon gpp sih lebih setuju nanam sejuta pohon daripada bikin ikn,Smart Environment,Negative
klo masalah gempa taroh aja disebelah ikn itu biar sekalian listrik bersih buat ibu kota tapi klo masalah korup iya sih bener itu emg blm ada obatnya,Smart Environment,Neutral
ikn im not sure apakah 0 5 atau 0 9 targetnya tapi dinalar lagi kalau target keseluruhan 1 1 masa ikn doang 0 9 penghasil emisi terbesar dong gak mungkin jadi kita simpulkan bahwa lebih logis jika target angka emisi ikn 0 5,Smart Environment,Negative
sekarang hutannya diganti ikn ang ang ang,Smart Environment,Negative
hasil babat hutan ikn,Smart Environment,Negative
ikn kota modern yang bersinar dengan energi ramah lingkungan,Smart Environment,Positive
inovasi dan keberlanjutan adalah kunci menjadikan ikn pusat masa depan hijau,Smart Environment,Positive
visi keberlanjutan di ikn membawa indonesia ke peta global sebagai pelopor kota pintar,Smart Environment,Positive
guys target indonesia angka emisi turun ke 1 1 untuk keseluruhan dan 0 5 untuk ikn pada tahun 2045 semoga berkudha panjang umur dan mari kita buktikan apakah hal tersebut tercapai dan bukan sekadar omon omon,Smart Environment,Positive
pentingnya peran kananda dalam menyediakan solusi teknologi dan keberlanjutan untuk pembangunan ikn,Smart Environment,Positive
dengan konsep berkelanjutan ikn akan menjadi model kota masa depan yang mengutamakan lingkungan dan kualitas hidup,Smart Environment,Positive
ikn dirancang sebagai smart city yang akan membawa indonesia menuju era digital dan keberlanjutan,Smart Environment,Positive
pemprov kaltim dukung pengelolaan lahan mangrove di serambi ikn untuk budi daya ikan,Smart Environment,Positive
institut teknologi pln dorong transformasi energi dan pembangunan berkelanjutan di ikn,Smart Environment,Positive
dan kayu2nya bakal dikemanain nih food estate ikn blm hewan2nya,Smart Environment,Negative
yang terdampak ama pembangunan ikn tuh cuma segelintir orang doang sisanya ngerusak jalan meningkatkan criminal rates ngerusak alam bikin macet polusi khususnya gw gasuka banget bpp isinya jadi plat b semua kek bandung kalau lagi weekend,Smart Environment,Negative
pembangunan ikn nusantara akan melibatkan teknologi ramah lingkungan dan pengelolaan sumber daya alam yang bijak,Smart Environment,Positive
pln np memanfaatkan ribuan ton faba untuk pembangunan infrastruktur ikn mengubah limbah industri menjadi bahan yang berguna ini adalah langkah besar dalam mendukung proyek pembangunan berkelanjutan dan ramah lingkungan,Smart Environment,Positive
yg gw pikirin tuh proyek ini bikin banyak pencemaran lingkungan ga sih gak ngikutin ikn tapi td liat videonya terus keliatan tandus bgt,Smart Environment,Negative
tahun 2023 lalu banyak kebun di sekitar ikn gagal berbuah bisa jadi itu salah satu dampak ekologis dari deforestasi,Smart Environment,Negative
aku ngelewatin kebun sawit aja rasanya gumoh apalagi ini mau babay hutan diganti sawit udah pasti makin tai ikn udah babat hutan skrg mau babat hutan buat kebun sawit lagi ekosistem hutan tuh ga cuma buat manusia tapi buat makhluk hidup lain pernah mikir ga sih,Smart Environment,Negative
ikn konsep nya ubah jadi kebun sawit aja pak bikin ibukota baru konsep forest disisi lain hutan asli nya ditebang buat sawit gokil,Smart Environment,Negative
hutan kalimantan lebih baik dari ikn dan transmigrasi orang utan lebih penting dari pada pendatang dari e,Smart Environment,Negative
selain itu adro jga akan membuat pltb banyu di kalimantan selatan sudah ada kontrak kerjasama dengan pln untuk menyerap hasil dari energy yang dihasilkan nantinya akan disebar ke kota bpp ikn dan smelter di sepanjang kalimantan bagian timur,Smart Environment,Positive
ikn kota modern tampil dgn konsep forest city yg bersatu dgn alam juga mengusung smart amp intelligent city,Smart Environment,Positive
bisa jadi ironis sih tahunya ikn jadi habitat orang utan dan satwa lain,Smart Environment,Negative
adek gue anak proyek bercandaannya sama temennya yg kerja di ikn tu ya kerja kerja ispa,Smart Environment,Negative
ikn itu kurang membumi dengan lingkup sosio ekonomi kalimantan eco city yang tidak mengindahkan konservasi hutan itu bagaimana ceritanya,Smart Environment,Negative
food esteat dan ikn yg dikalimantan itu ngerusak apa ga,Smart Environment,Neutral
ak benahin gue denger wawancara sama pak nyoman nuarta soal bangun ikn pas hujan karena menurut panduan k3 ga dibolehin kerja para pekerja harus nunggu sampe jam 2 dini hari buat kerja akhirnya pake pawang hujan sama bmkg buat stop in hujannya terus baru bisa kerja nonstop,Smart Environment,Neutral
apa yg ditulis sama spt koran luar negri yg meliput ikn pas bulan agustus kemaren bahkan lebih terbuka jelas mahasiswa luar negri yg diminta magang research sustainable city tapi kesimpulannya bukan sustainable 0 investasi pemerintah cuma bisa biayai 1 5,Smart Environment,Negative
jika membahas ikn rencananya lebih separuh kawasan ikn akan dikembalikan jadi hutan konservasi,Smart Environment,Neutral
hanya salah satu spot kecil yang bagus di ikn kendaraan proyek masih lalu lalang debu dimana mana begitu juga nyamuk,Smart Environment,Negative
pln np berhasil memanfaatkan fly ash dan faba untuk infrastruktur jalan tol ikn proyek pelindung tumbukan kapal di jembatan bentang panjang pulau balang dan proyek duplikasi jembatan bentang pendek pulau balang selengkapnya di,Smart Environment,Positive
bus listrik mobil listrik polri buggy taksi listrik dan motor listrik paspampres tahukah kamu listrik yang digunakan untuk menyuplai ikn termasuk spklu ini 100 persen bersumber dari energi baru terbarukan loh yaitu pembangkit listrik tenaga surya ikn dengan,Smart Environment,Positive
3 forest city di kesempatan yang sama prabowo juga berbicara terkait penanggulangan bencana di ikn prabowo meminta pemerintah mewaspadai segala bencana,Smart Environment,Neutral
betul membangun hunian ramah lingkungan lbh baik di ikn lahan kosong msh memadai sedangkan di kelapa gading jangankan lahan luas celahpun sudah terbatas sudah ada beragam apartemen semisal moi dsb rumah susun minggiran di cakung an seputaran konstruksi sulit terealisasi,Smart Environment,Positive
kalau hanya urusan udara seger kenapa hrs ke ikn kekampungku saja bro,Smart Environment,Negative
kirim ke ikn aja enak udaranya segar ga ada polusi,Smart Environment,Positive
impian soekarno itu dengan perhitungan matang dan strategis bukan di kalimantan timur alhasil air di ikn gk layak dibuat kehidupan akhirnya mangkrak dan jdi obyek wahana atau wisata,Smart Environment,Negative
ikn emang keren bisa jadi tempat yang nyaman buat berbagai jenis satwa dan tumbuhan hidup dengan aman,Smart Environment,Positive
ini adalah bukti pembangunan ikn sangat memperhatikan keberlanjutan lingkungan dan pelestarian keanekaragaman hayati di kalimantan,Smart Environment,Positive
wkwk tbh gw murni curious hasil amdalnya kok bs declare sustainable cari2 malah ketemu pdf org unand yg krg pas lalu ketemu pdf dr ikn tp belum ketemu hasil analisa dampak keanekaragaman hayati serta biogeokimia dr ikn bs tlg ada yg quotin prtanyaan gw ke beliau,Smart Environment,Negative
pembangunan ikn usung konsep ramah lingkungan,Smart Environment,Positive
kesiapan plts ikn untuk hut ri ke 79,Smart Environment,Neutral
bisa dimulai dari pasok untuk kebutuhan listrik ikn nder kalimantan secara geografis juga jarang bgt gempa,Smart Environment,Neutral
mungkin ada benarnya ikn di kalimantan ya itu bagi perusak lingkungan hidup yu liat jakarta deh manteb ya ga rusak ga maju soalnya kan atas nama kemajuan lingkungan hdup jadi rusak kalian apa prnh tanya itu standar maju milik siapa darimana sumbernya kok iya iya aja,Smart Environment,Negative
daripada di ikn susah air bersih wkwk,Smart Environment,Negative
